key	qid	label	note
BNE MSS/11661	Q1042644	MS: Madrid: Nacional (BNE), MSS/11661. 1540 ca. Juan Pérez de Vargas… [Libro de armería (versión tercera)], escrito 1541	SPARQL label-contains match
BNE MSS/11543	Q1040578	MS: Madrid: Nacional (BNE), MSS/11543. 1291 ca. - 1300 ca. Rodrigo Pérez, Fuero de Alcázar (tr. Desconocido), traducido 	SPARQL label-contains match
BNE MSS/6962	Q1041278	MS: Madrid: Nacional (BNE), MSS/6962. 1441 ca. - 1460 ca. Lucius Annaeus Seneca, Libro primero de la providencia divinal	SPARQL label-contains match
BNE MSS/9975	Q1042560	MS: Madrid: Nacional (BNE), MSS/9975. para Lorenzo Ramírez de Prado, 1601 ca. - 1658 ad quem. Alfonso X, rey de Castilla	SPARQL label-contains match
BNE MSS/10111	Q1039346	MS: Madrid: Nacional (BNE), MSS/10111. 1428-10-10 a quo - 1450 ca. Enrique de Aragón, marqués de Villena, Comentario a V	SPARQL label-contains match
BNE MSS/10136	Q1039628	MS: Madrid: Nacional (BNE), MSS/10136. Escritorio de los Morales de Job?, 1450 ca. Beda, Prólogo de los Morales de san G	SPARQL label-contains match
BNE MSS/10107	Q1040320	MS: Madrid: Nacional (BNE), MSS/10107. 1401 - 1500. Alonso de Cartagena, obispo de Burgos, Doctrinal de los caballeros, 	SPARQL label-contains match
BNE MSS/10172	Q1040259	MS: Madrid: Nacional (BNE), MSS/10172. 1426 ca. - 1458-03-25 ad quem. Johannes Egidii Zamorensis, Alabanzas de España (t	SPARQL label-contains match
BNE MSS/10211	Q1039995	MS: Madrid: Nacional (BNE), MSS/10211. 1440 ca. - 1460 ca. Rutilius Taurus Aemilianus Palladius, Obra de agricultura (tr	SPARQL label-contains match
BNE MSS/10193	Q1040499	MS: Madrid: Nacional (BNE), MSS/10193. Alcañiz: Pedro de Valladolid, 1436-09-21. Anicius Manlius Severinus Boethius, Con	SPARQL label-contains match
BNE MSS/10201	Q1040503	MS: Madrid: Nacional (BNE), MSS/10201. 1434 ca. - 1479 ca. Innocentius III, papa, Libro de la vileza de la humana condic	SPARQL label-contains match
BNE MSS/10203	Q1040505	MS: Madrid: Nacional (BNE), MSS/10203. Gonzalo Sánchez, para Íñigo López de Mendoza, 1. marqués de Santillana?, 1441-09-	SPARQL label-contains match
BNE MSS/10232	Q1040151	MS: Madrid: Nacional (BNE), MSS/10232. 1391 ca. - 1400 ca. Desconocido, Biblia moralizada (tr. Desconocido), traducido 1	SPARQL label-contains match
BNE MSS/10245	Q1040837	MS: Madrid: Nacional (BNE), MSS/10245. 1551 ca. - 1600 ca. Diego Enríquez del Castillo, Crónica de Enrique IV, escrito 1	SPARQL label-contains match
BNE MSS/10248	Q1040838	MS: Madrid: Nacional (BNE), MSS/10248. Cuenca:, 1579. Diego Enríquez del Castillo, Crónica de Enrique IV, escrito 1481 c	SPARQL label-contains match
BNE MSS/10240	Q1042356	MS: Madrid: Nacional (BNE), MSS/10240. 1581 ca. - 1600 ca. Fernando de Pulgar, Crónica de los Reyes Católicos, escrito 1	SPARQL label-contains match
BNE MSS/10282	Q1040165	MS: Madrid: Nacional (BNE), MSS/10282. Sevilla: Alfonso Martínez del Puerto, para Alfonso de Guzmán, señor de Ayamonte?,	SPARQL label-contains match
BNE MSS/10283	Q1040166	MS: Madrid: Nacional (BNE), MSS/10283. Sevilla: Alfonso Martínez del Puerto, para Alfonso de Guzmán, señor de Ayamonte, 	SPARQL label-contains match
BNE MSS/10287	Q1040170	MS: Madrid: Nacional (BNE), MSS/10287. Sevilla: Alfonso Martínez del Puerto, 1427-12-17 a quo. Nicolas de Lyre, Postilla	SPARQL label-contains match
BNE MSS/10276	Q1040805	MS: Madrid: Nacional (BNE), MSS/10276. 1412-08 a quo - 1425 ca. Josué ha-Lorki, [Libros contra el Talmud y disputa con l	SPARQL label-contains match
BNE MSS/10289	Q1040211	MS: Madrid: Nacional (BNE), MSS/10289. Zafra: Alfonso Pérez de Cáceres, para Gómez Suárez de Figueroa I, 1. señor de Zaf	SPARQL label-contains match
BNE MSS/10678	Q1042498	MS: Madrid: Nacional (BNE), MSS/10678. 1701 - 1800. Alfonso XI, rey de Castilla y León, Ordenamiento de León de 1349 (er	SPARQL label-contains match
BNE MSS/11357	Q1040807	MS: Madrid: Nacional (BNE), MSS/11357. 1465 ca. - 1490 ca. Innocentius III, papa, Libro de la vileza de la humana condic	SPARQL label-contains match
BNE MSS/11011	Q1042569	MS: Madrid: Nacional (BNE), MSS/11011. 1724-09-07 a quo. Desconocido, Vida y muerte de D. Álvaro de Luna en 17 julio 145	SPARQL label-contains match
BNE MSS/11261/50	Q1042620	MS: Madrid: Nacional (BNE), MSS/11261/50. 1701 - 1800. Alfonso X, rey de Castilla y León, Ordenamiento de Sevilla de 125	SPARQL label-contains match
BNE MSS/1181	Q1039264	MS: Madrid: Nacional (BNE), MSS/1181. 1401 - 1500. Despensero de la reina Leonor, Sumario de los reyes de España, escrit	SPARQL label-contains match
BNE MSS/1189	Q1041314	MS: Madrid: Nacional (BNE), MSS/1189. 1551 ca. - 1600 ca. Juan Pérez de Vargas… [Libro de armería (versión tercera)], es	SPARQL label-contains match
BNE MSS/11437	Q1042634	MS: Madrid: Nacional (BNE), MSS/11437. 1601 - 1700. Diego Fernández de Mendoza… [Libro de armería (versión de 1496)], es	SPARQL label-contains match
BNE MSS/11773	Q1042652	MS: Madrid: Nacional (BNE), MSS/11773. 1501 - 1700. Pedro de Gracia Dei, La universal de casas y solares nobles de Españ	SPARQL label-contains match
BNE MSS/1195	Q1038752	MS: Madrid: Nacional (BNE), MSS/1195. 1429 ca. - 1461 ca. Alfonso X, rey de Castilla y León, Estoria de España (versión 	SPARQL label-contains match
BNE MSS/1197	Q1039997	MS: Madrid: Nacional (BNE), MSS/1197. 1501 - 1600. Abu-l-Husayn al-Sufi… Libro de la octava esfera (tr. Abd al-Rahman al	SPARQL label-contains match
BNE MSS/12535	Q1042663	MS: Madrid: Nacional (BNE), MSS/12535. 1601 - 1700. Desconocido, Reyes de España, escrito 1516-01-23 a quo.	SPARQL label-contains match
BNE MSS/12598	Q1042667	MS: Madrid: Nacional (BNE), MSS/12598. 1576 ca. - 1600 ca. Pedro de Gracia Dei, Blasones de las ciudades y villas, escri	SPARQL label-contains match
BNE MSS/12622	Q1042669	MS: Madrid: Nacional (BNE), MSS/12622. 1501 - 1600. Antonio de Barahona, Rosal de la nobleza de España, escrito 1530-12-	SPARQL label-contains match
BNE MSS/12720	Q1039626	MS: Madrid: Nacional (BNE), MSS/12720. Haro:, 1426 ca. - 1450 ca. Gregorius I, papa, Morales [versión abreviada] (tr. Pe	SPARQL label-contains match
BNE MSS/12677	Q1040014	MS: Madrid: Nacional (BNE), MSS/12677. 1426 ca. - 1450 ca. Titus Livius, Décadas de Tito Livio (tr. Pedro López de Ayala	SPARQL label-contains match
BNE MSS/12897	Q1040018	MS: Madrid: Nacional (BNE), MSS/12897. 1301 - 1400. Alfonso X, rey de Castilla y León, Siete partidas, escrito 1256-06-2	SPARQL label-contains match
BNE MSS/12796	Q1041012	MS: Madrid: Nacional (BNE), MSS/12796. Johannes de Nebreda, 1401 - 1500. Alonso de Cartagena, obispo de Burgos, Doctrina	SPARQL label-contains match
BNE MSS/12929/29	Q1042714	MS: Madrid: Nacional (BNE), MSS/12929/29. 1307 ca. Fernando IV, rey de Castilla y León, [Concierto de Fernando IV en el 	SPARQL label-contains match
BNE MSS/12932/39	Q1042716	MS: Madrid: Nacional (BNE), MSS/12932/39. 1303-04-30 a quo. Sancho Gómez de la Vega, [Carta a don Juan Manuel sobre las 	SPARQL label-contains match
BNE MSS/12932/44	Q1042721	MS: Madrid: Nacional (BNE), MSS/12932/44. 1307. Diego García de Toledo, adelantado mayor de Reino de Galicia, [Carta a J	SPARQL label-contains match
BNE MSS/13259	Q1040812	MS: Madrid: Nacional (BNE), MSS/13259. 1443-11-08 a quo. Juan II, rey de Castilla y León… [Registro de documentos del re	SPARQL label-contains match
BNE MSS/12932/47	Q1042724	MS: Madrid: Nacional (BNE), MSS/12932/47. Valladolid:, 1308-07-01. Diego García de Toledo, adelantado mayor de Reino de 	SPARQL label-contains match
BNE MSS/1317	Q1042525	MS: Madrid: Nacional (BNE), MSS/1317. 1591 ca. - 1600 ca. Francesc Eiximenis, patriarca de Jerusalén, De natura angélica	SPARQL label-contains match
BNE MSS/1507	Q1039022	MS: Madrid: Nacional (BNE), MSS/1507. Salamanca:, 1587-02-01. Desconocido, Crónica de veinte reyes, escrito 1295 - 1312.	SPARQL label-contains match
BNE MSS/1354	Q1041467	MS: Madrid: Nacional (BNE), MSS/1354. 1601 - 1700. Pedro de Gracia Dei… Historia o defensa del rey don Pedro, escrito 14	SPARQL label-contains match
BNE MSS/1526	Q1038754	MS: Madrid: Nacional (BNE), MSS/1526. 1451 ca. - 1475 ca. Alfonso X, rey de Castilla y León, Estoria de España (versión 	SPARQL label-contains match
BNE MSS/1517	Q1041586	MS: Madrid: Nacional (BNE), MSS/1517. 1560 ca. a quo. Fernando de Pulgar, [Letra para el cardenal Pedro González de Mend	SPARQL label-contains match
BNE MSS/1622	Q1042036	MS: Madrid: Nacional (BNE), MSS/1622. Francisco Méndez, para Enrique Flórez, 1798. Desconocido, [Coplas sobre el conde F	SPARQL label-contains match
BNE MSS/1763	Q1042516	MS: Madrid: Nacional (BNE), MSS/1763. 1681 ca.? - 1720 ca.?. Desconocido, [Crónica de los Reyes Católicos hasta principi	SPARQL label-contains match
BNE MSS/1810	Q1039003	MS: Madrid: Nacional (BNE), MSS/1810. 1441 ca. - 1460 ca. Desconocido, [Crónica particular del Cid], escrito 1500 ca. ad	SPARQL label-contains match
BNE MSS/18635/40	Q1042730	MS: Madrid: Nacional (BNE), MSS/18635/40. 1336-07-30. Juan Manuel, señor de Peñafiel, [Carta a Pere IV anunciando que se	SPARQL label-contains match
BNE MSS/18631/20	Q1043670	MS: Madrid: Nacional (BNE), MSS/18631/20. 1491 ca. - 1510 ca. Juan II, rey de Castilla y León, [Cédula real a la ciudad 	SPARQL label-contains match
BNE MSS/1891	Q1039540	MS: Madrid: Nacional (BNE), MSS/1891. 1476 ca. - 1500 ca. Gonzalo García de Santa María, jurado de Zaragoza, [Vida del s	SPARQL label-contains match
BNE MSS/19413	Q1041108	MS: Madrid: Nacional (BNE), MSS/19413. Valladolid: Acosta, 1811-02-23. Pedro I, rey de Castilla y León, Becerro de las b	SPARQL label-contains match
BNE MSS/1966	Q1041215	MS: Madrid: Nacional (BNE), MSS/1966. 1521 ca. - 1536 ad quem. Enrique de Aragón, marqués de Villena, Arte de trovar, es	SPARQL label-contains match
BNE MSS/18697/86	Q1042911	MS: Madrid: Nacional (BNE), MSS/18697/86. Matilla:, 1445-06-28. Juan II, rey de Castilla y León, [Carta para informar a 	SPARQL label-contains match
BNE MSS/2078	Q1041909	MS: Madrid: Nacional (BNE), MSS/2078. 1501 - 1600. Desconocido, Crónica de San Juan de la Peña (tr. Juan de Barbastro), 	SPARQL label-contains match
BNE MSS/20217/1	Q1043589	MS: Madrid: Nacional (BNE), MSS/20217/1. 1460 ad quem?. Marcus Tullius Cicero, [Discurso en pro de Marco Marcelo] (tr. A	SPARQL label-contains match
BNE MSS/20262/17	Q1043685	MS: Madrid: Nacional (BNE), MSS/20262/17. Medina del Campo: Miguel Pérez de Almazán, señor de Maella, 1497-08-11. Fernan	SPARQL label-contains match
BNE MSS/21629	Q1040858	MS: Madrid: Nacional (BNE), MSS/21629. 1651 ca. - 1700 ca. seudo-Alfonso de Palencia… Crónica castellana de Enrique IV, 	SPARQL label-contains match
BNE MSS/22500	Q1041895	MS: Madrid: Nacional (BNE), MSS/22500. 1501 ca. - 1525 ca. Benedictus, Regla de San Benito (tr. Desconocido), traducido 	SPARQL label-contains match
BNE MSS/21282	Q1043588	MS: Madrid: Nacional (BNE), MSS/21282. 1481-05-12 a quo. Íñigo López de Mendoza, 1. marqués de Santillana, Proverbios, e	SPARQL label-contains match
BNE MSS/21398/1	Q1043590	MS: Madrid: Nacional (BNE), MSS/21398/1. 1451 ca. - 1476 ca. Lucius Annaeus Seneca, Epístolas de Séneca a Lucilo (tr. De	SPARQL label-contains match
BNE MSS/248	Q448846	MS: Madrid: Nacional (BNE), MSS/248. 1330-09-10 a quo. Desconocido, Fuero general de Navarra (Versión C) (tr. Desconocid	SPARQL label-contains match
BNE MSS/23090	Q1040489	MS: Madrid: Nacional (BNE), MSS/23090. 1451 ca. - 1470 ca. Martinus Bracarensis, arzobispo de Braga… Las cuatro virtudes	SPARQL label-contains match
BNE MSS/23123	Q1042593	MS: Madrid: Nacional (BNE), MSS/23123. 1501 - 1600. Anicius Manlius Severinus Boethius, Consolación de filosofía [con co	SPARQL label-contains match
BNE MSS/23071	Q1043612	MS: Madrid: Nacional (BNE), MSS/23071. 1476 ca. - 1500 ca. Diego Fernández de Mendoza… Remedio de perdidos, escrito 1439	SPARQL label-contains match
BNE MSS/2497	Q1043493	MS: Madrid: Nacional (BNE), MSS/2497. Diego Alejandro de Gálvez, 1768 ca. Cristoforo Colombo, Libro de las profecías, es	SPARQL label-contains match
BNE MSS/2617	Q1039257	MS: Madrid: Nacional (BNE), MSS/2617. 1441 ca. - 1460 ca. Marcus Tullius Cicero, Libro de la vejez (tr. Desconocido), tr	SPARQL label-contains match
BNE MSS/3009	Q1043892	MS: Madrid: Nacional (BNE), MSS/3009. 1601 - 1700. Juan Pérez de Vargas… [Libro de armería (versión tercera)], escrito 1	SPARQL label-contains match
BNE MSS/3306	Q1038828	MS: Madrid: Nacional (BNE), MSS/3306. 1501 ca. - 1550 ca. Alfonso X, rey de Castilla y León, Libro del saber de astrolog	SPARQL label-contains match
BNE MSS/3370	Q1040004	MS: Madrid: Nacional (BNE), MSS/3370. 1401 ca. - 1450 ca. Desconocido, Cuento para hallar la luna, escrito 1394 a quo - 	SPARQL label-contains match
BNE MSS/3259	Q1041318	MS: Madrid: Nacional (BNE), MSS/3259. 1601 ca. - 1650 ca. Diego Fernández de Mendoza… [Libro de armería (versión de 1496	SPARQL label-contains match
BNE MSS/3257	Q1042401	MS: Madrid: Nacional (BNE), MSS/3257. 1591 ca. - 1610 ca. Garci Alonso de Torres, rey de armas de Aragó, Espejo de noble	SPARQL label-contains match
BNE MSS/3387	Q1039892	MS: Madrid: Nacional (BNE), MSS/3387. 1451 ca. - 1500 ca. Alfonso de la Torre, Visión deleitable, escrito 1440 ca.	SPARQL label-contains match
BNE MSS/3385	Q1040480	MS: Madrid: Nacional (BNE), MSS/3385. 1491 ca. - 1500 ca. Diego de Torres, [Reglas astrológicas], escrito 1487-05-25.	SPARQL label-contains match
BNE MSS/3449	Q1042220	MS: Madrid: Nacional (BNE), MSS/3449. 1601 - 1700. Pedro de Gracia Dei, Dedicación a la católica reina doña Isabel, escr	SPARQL label-contains match
BNE MSS/3687	Q1043266	MS: Madrid: Nacional (BNE), MSS/3687. 1548?. Francesco Petrarca, Los triunfos (tr. Hernando de Hoces), traducido 1549 ca	SPARQL label-contains match
BNE MSS/3993	Q1038973	MS: Madrid: Nacional (BNE), MSS/3993. 1550 ca. Colectivo… Cancionero de Gallardo (MN17), compilado 1550 ca.	SPARQL label-contains match
BNE MSS/3694	Q1039774	MS: Madrid: Nacional (BNE), MSS/3694. Barcelona?: Cristofol Bosch?, 1457-11-13. Pedro de Portugal, rey intruso d’Aragó, 	SPARQL label-contains match
BNE MSS/3742	Q1040377	MS: Madrid: Nacional (BNE), MSS/3742. 1768-01-20 ad quem. Pedro Guillén de Segovia, Obras (MN12), escrito 1700 - 1800.	SPARQL label-contains match
BNE MSS/4052	Q1043430	MS: Madrid: Nacional (BNE), MSS/4052. 1601 ca. - 1750 ca. Jorge Manrique, Coplas por la muerte de su padre, escrito 1476	SPARQL label-contains match
BNE MSS/4283	Q1040757	MS: Madrid: Nacional (BNE), MSS/4283. 1451 ca. - 1500 ca. Vicent Ferrer, Sermón del viernes de la Cruz (tr. Desconocido)	SPARQL label-contains match
BNE MSS/4306	Q1041364	MS: Madrid: Nacional (BNE), MSS/4306. 1426 ca. - 1450 ca. Juan el Viejo de Toledo, Memorial de Jesucristo, escrito 1416.	SPARQL label-contains match
BNE MSS/473 (2)	Q1042684	MS: Madrid: Nacional (BNE), MSS/473 (2). 1421 ca. - 1440 ca. Aurelius Augustinus, Soliloquios (tr. Desconocido), traduci	SPARQL label-contains match
BNE MSS/5795	Q1038748	MS: Madrid: Nacional (BNE), MSS/5795. 1326 ca. - 1350 ca. Alfonso X, rey de Castilla y León, Estoria de España (versión 	SPARQL label-contains match
BNE MSS/5880	Q1040482	MS: Madrid: Nacional (BNE), MSS/5880. 1401 - 1500. Desconocido, Vida e historia de señor san Ginés de la Jara, escrito 1	SPARQL label-contains match
BNE MSS/5645	Q1040768	MS: Madrid: Nacional (BNE), MSS/5645. 1501 - 1600. Guillermus I, Visitación que hizo en la casa de Alcántara don fray Gu	SPARQL label-contains match
BNE MSS/5571	Q1043174	MS: Madrid: Nacional (BNE), MSS/5571. 1701 - 1800. Lorenzo de Padilla, arcediano de Ronda, Las crónicas de España, escri	SPARQL label-contains match
BNE MSS/5936	Q1042248	MS: Madrid: Nacional (BNE), MSS/5936. para Enrique Flórez, 1760. Diego de Castilla, deán de Toledo, Descendencia de don 	SPARQL label-contains match
BNE MSS/6099	Q1042257	MS: Madrid: Nacional (BNE), MSS/6099. 1801 ca. - 1825 ca. Desconocido, Compendio de la historia de los reyes moros de Gr	SPARQL label-contains match
BNE MSS/6326	Q1041332	MS: Madrid: Nacional (BNE), MSS/6326. Castilla:, 1401 ca. - 1450 ca. Desconocido, “Señor Jesucristo, yo indigna pecadora	SPARQL label-contains match
BNE MSS/6406	Q1041339	MS: Madrid: Nacional (BNE), MSS/6406. 1351-09-19 a quo - 1369-03-23 ad quem. Pedro I, rey de Castilla y León, [Carta de 	SPARQL label-contains match
BNE MSS/628	Q1041920	MS: Madrid: Nacional (BNE), MSS/628. 1690 ad quem. Pedro de Gracia Dei… Historia o defensa del rey don Pedro, escrito 14	SPARQL label-contains match
BNE MSS/6599	Q1039356	MS: Madrid: Nacional (BNE), MSS/6599. 1435 ca. - 1450 ca. Enrique de Aragón, marqués de Villena, Obras, escrito 1434 ad 	SPARQL label-contains match
BNE MSS/6605	Q1039928	MS: Madrid: Nacional (BNE), MSS/6605. 1491 ca. - 1510 ca. Honoré Bouvet, Árbol de batallas (tr. Diego de Valera, maestre	SPARQL label-contains match
BNE MSS/6502	Q1040564	MS: Madrid: Nacional (BNE), MSS/6502. 1281 ad quem. Alfonso IX, rey de León, Fuero de Zamora (tr. Desconocido), traducid	SPARQL label-contains match
BNE MSS/6542	Q1042119	MS: Madrid: Nacional (BNE), MSS/6542. 1601 - 1700. Carlos de Aragón, 1. principe de Viana, Crónica de los reyes de Navar	SPARQL label-contains match
BNE MSS/6578	Q1042284	MS: Madrid: Nacional (BNE), MSS/6578. Fréscano: para Gaspar Galcerán de Castro Aragón y Pinós, 1. conde de Guimerà, 1622	SPARQL label-contains match
BNE MSS/6728	Q1039652	MS: Madrid: Nacional (BNE), MSS/6728. Roma: para Juan de Lucena, protonotario, 1463-04-30. Juan de Lucena, protonotario,	SPARQL label-contains match
BNE MSS/685	Q1039771	MS: Madrid: Nacional (BNE), MSS/685. Valladolid:, 1433-12-05. Brunetto Latini, Libro del tesoro (tr. Alonso de Paredes…)	SPARQL label-contains match
BNE MSS/6607	Q1041011	MS: Madrid: Nacional (BNE), MSS/6607. 1445 ca. a quo. Alonso de Cartagena, obispo de Burgos, Doctrinal de los caballeros	SPARQL label-contains match
BNE MSS/6765	Q1041279	MS: Madrid: Nacional (BNE), MSS/6765. 1451 ca. - 1475 ca. Lucius Annaeus Seneca, [Tratados de Séneca] (tr. Alonso de Car	SPARQL label-contains match
BNE MSS/686	Q1301784	MS: Madrid: Nacional (BNE), MSS/6867. Alfonso de Ajofrín, 1657-12-18. Pedro Seguín, bispo de Ourense… História Gótica (t	SPARQL label-contains match
BNE MSS/6958	Q1039894	MS: Madrid: Nacional (BNE), MSS/6958. Burgos:, 1531-08-16. Bernardus Silvestris… [Carta para la gobernación de la casa] 	SPARQL label-contains match
BNE MSS/7093	Q1040759	MS: Madrid: Nacional (BNE), MSS/7093. 1551 ca. - 1600 ca. Diego Enríquez del Castillo, Crónica de Enrique IV, escrito 14	SPARQL label-contains match
BNE MSS/7107	Q1042294	MS: Madrid: Nacional (BNE), MSS/7107. 1701 - 1800. Pedro I, rey de Castilla y León, Ordenamiento de peticiones generales	SPARQL label-contains match
BNE MSS/7415	Q1042296	MS: Madrid: Nacional (BNE), MSS/7415. 1325 ca. a quo. Desconocido, [Semblanzas de reyes], compilado 1312 ca.	SPARQL label-contains match
BNE MSS/7365	Q1042773	MS: Madrid: Nacional (BNE), MSS/7365. Nicolás Antonio, 1641 ca. - 1660 ca. Alonso de Cartagena, obispo de Burgos, Doctri	SPARQL label-contains match
BNE MSS/7195	Q1040763	MS: Madrid: Nacional (BNE), MSS/7195. 1501 ca. - 1550 ca. Pedro López de Ayala, canciller mayor de Castilla, Libro de la	SPARQL label-contains match
BNE MSS/721	Q1041929	MS: Madrid: Nacional (BNE), MSS/721. 1601 - 1700. Desconocido, Fuero juzgo (tr. Desconocido), traducido 1260 ca.	SPARQL label-contains match
BNE MSS/7594	Q1039025	MS: Madrid: Nacional (BNE), MSS/7594. 1460 ca. - 1500 ca. Pedro de Portugal, 3. conde de Barcelos… Crónica de 1344 (segu	SPARQL label-contains match
BNE MSS/7569	Q1040773	MS: Madrid: Nacional (BNE), MSS/7569. 1486-10-26?. Desconocido, Crónica de los muy ilustres señores de Vizcaya del linaj	SPARQL label-contains match
BNE MSS/7675	Q1042300	MS: Madrid: Nacional (BNE), MSS/7675. 1601 ca. - 1610 ca. Desconocido… [Cronicón de siete reyes de Castilla y León], esc	SPARQL label-contains match
BNE MSS/7678	Q1301785	MS: Madrid: Nacional (BNE), MSS/7678. 1701 - 1800. Pedro Seguín, bispo de Ourense… História Gótica (tr. Pedro Seguín, bi	SPARQL label-contains match
BNE MSS/7815	Q1039405	MS: Madrid: Nacional (BNE), MSS/7815. Alonso de Cartagena, obispo de Burgos, et al.?, 1422 - 1500 ca. Marcus Tullius Cic	SPARQL label-contains match
BNE MSS/7799	Q1040965	MS: Madrid: Nacional (BNE), MSS/7799. 1451 ca. - 1475 ca. Giovanni Boccaccio, Caída de príncipes (tr. Pedro López de Aya	SPARQL label-contains match
BNE MSS/7727	Q1042301	MS: Madrid: Nacional (BNE), MSS/7727. 1801 - 1900. Desconocido, Fuero viejo de las Encartaciones de Vizcaya, promulgado 	SPARQL label-contains match
BNE MSS/8188	Q1040967	MS: Madrid: Nacional (BNE), MSS/8188. 1434 - 1470 ca. Lucius Annaeus Seneca, [Tratados de Séneca] (tr. Alonso de Cartage	SPARQL label-contains match
BNE MSS/8113	Q1041010	MS: Madrid: Nacional (BNE), MSS/8113. 1549-09-30. Lope de Barrientos, canciller mayor de Castilla, Tratado del dormir y 	SPARQL label-contains match
BNE MSS/8189	Q1041073	MS: Madrid: Nacional (BNE), MSS/8189. 1526 ca. - 1550 ca. Diego Enríquez del Castillo, Crónica de Enrique IV, escrito 14	SPARQL label-contains match
BNE MSS/815	Q1040607	MS: Madrid: Nacional (BNE), MSS/815. 1526 ca. - 1550 ca. Juan de Villafuerte, [Adiciones y glosa a la Genealogía de los 	SPARQL label-contains match
BNE MSS/8405	Q1039151	MS: Madrid: Nacional (BNE), MSS/8405. Juan?, 1391 ca. - 1400 ca. Desconocido, Texto sapiencial (fragm.), escrito 1450 ca	SPARQL label-contains match
BNE MSS/8283	Q1043861	MS: Madrid: Nacional (BNE), MSS/8283. 1591 ca. - 1610 ca. Diego Fernández de Mendoza… [Libro de armería (versión de 1496	SPARQL label-contains match
BNE MSS/8463	Q1040780	MS: Madrid: Nacional (BNE), MSS/8463. 1401 - 1500. Despensero de la reina Leonor, Sumario de los reyes de España, escrit	SPARQL label-contains match
BNE MSS/8634	Q1040782	MS: Madrid: Nacional (BNE), MSS/8634. Corona d’Aragó:, 1491 ca. - 1500 ca. Colectivo… Actas de las cortes de Aragón, esc	SPARQL label-contains match
BNE MSS/8586	Q1040968	MS: Madrid: Nacional (BNE), MSS/8586. 1491 ca. - 1500 ca. Johannes Unay, Libro … de los grandes hechos que deben ser en 	SPARQL label-contains match
BNE MSS/852	Q1042493	MS: Madrid: Nacional (BNE), MSS/852. 1461-12-13 a quo - 1475 ca. Joan II, rei d’Aragó… [Corte general de Fraga, Zaragoza	SPARQL label-contains match
BNE MSS/9215	Q1040829	MS: Madrid: Nacional (BNE), MSS/9215. 1455 ad quem. Lucius Annaeus Seneca, Epístolas de Séneca a Lucilo (tr. Desconocido	SPARQL label-contains match
BNE MSS/8852	Q1040785	MS: Madrid: Nacional (BNE), MSS/8852. 1401 - 1500. Lucius Annaeus Seneca, [Epístolas morales a Lucilo] (tr. Desconocido)	SPARQL label-contains match
BNE MSS/9294	Q1038823	MS: Madrid: Nacional (BNE), MSS/9294. Escritorio real de Alfonso X, 1259-02-26 a quo. Abu Sa’id ’Ubaid-Allah… Libro de l	SPARQL label-contains match
BNE MSS/9433	Q1040791	MS: Madrid: Nacional (BNE), MSS/9433. 1401 - 1425. Desconocido, Vestigio al conocimiento beatificante, escrito 1430 ad q	SPARQL label-contains match
BNE MSS/9218	Q1039564	MS: Madrid: Nacional (BNE), MSS/9218. 1401 ca. - 1450 ca. Ruy González de Clavijo… Historia del gran Tamorlán, escrito 1	SPARQL label-contains match
BNE MSS/9268	Q1040973	MS: Madrid: Nacional (BNE), MSS/9268. 1406-12-25 a quo - 1425 ca. Desconocido, Estoria de España [?], escrito 1300 - 140	SPARQL label-contains match
BNE MSS/9477	Q1038611	MS: Madrid: Nacional (BNE), MSS/9477. 1423-09-10 a quo - 1455 ad quem. Juan de Alarcón y Valverde, Libro del regimiento 	SPARQL label-contains match
BNE MSS/9513	Q1039279	MS: Madrid: Nacional (BNE), MSS/9513. Medina de Pomar: Sancho García de Medina?, para Pedro Fernández de Velasco y Solie	SPARQL label-contains match
BNE MSS/9522	Q1039280	MS: Madrid: Nacional (BNE), MSS/9522. Medina de Pomar: para Pedro Fernández de Velasco y Solier II, 1. conde de Haro, 14	SPARQL label-contains match
BNE MSS/9436	Q1039385	MS: Madrid: Nacional (BNE), MSS/9436. 1491 ca. - 1500 ca. Juan de Villafuerte, [Adiciones y glosa a la Genealogía de los	SPARQL label-contains match
BNE MSS/9563	Q1039124	MS: Madrid: Nacional (BNE), MSS/9563. 1430-12-24 a quo - 1455 ad quem. Rodrigo Jiménez de Rada, arzobispo de Toledo, [Hi	SPARQL label-contains match
BNE MSS/9536	Q1042309	MS: Madrid: Nacional (BNE), MSS/9536. 1426 ca. - 1450 ca. Desconocido, “Señor Jesucristo, pongo entre mí y tu juicio en 	SPARQL label-contains match
BNE MSS/9537	Q1042310	MS: Madrid: Nacional (BNE), MSS/9537. 1401 ca. - 1425 ca. Desconocido, [Carta para pedir dos tablas de beril o de crista	SPARQL label-contains match
BNE MSS/9535	Q1043545	MS: Madrid: Nacional (BNE), MSS/9535(2). 1401 - 1500. Desconocido, Libro de confesiones, escrito 1500 ca. ad quem.	SPARQL label-contains match
BNE MSS/9747	Q1041086	MS: Madrid: Nacional (BNE), MSS/9747. 1501 - 1600. Caius Iulius Caesar, Comentarios de Cayo Julio César (tr. Diego López	SPARQL label-contains match
BNE MSS/9879	Q1040831	MS: Madrid: Nacional (BNE), MSS/9879. 1601 - 1700. seudo-Alfonso de Palencia… Crónica castellana de Enrique IV, escrito 	SPARQL label-contains match
